Timestamp,Graduation Year,Concentration (or best guess),Prior CS background:,"Have you ever considered taking a computer science course? If not, why not? If you have considered it, why did you decide not to take it?","If not, why not?","If you have considered taking a CS class, why did you decide not to take it?",Do you have plans to take any CS courses in the future?,Are you interested in getting a:,"In your opinion, should some programming knowledge be a requirement for graduation? If not, why not? If so, why?",Are you interested in pursuing a job with a quantitative focus after graduation?,What three words describe a computer science concentrator?,What made you decide to take your first CS course?,"Were there previous semesters in which you thought about taking a CS course but did not? If so, what stopped you from taking it before?",What were your impressions of the CS DEPARTMENT before you took your first class? After?,What were your impressions of CS students before you took your first class? After?,What was the best part of taking your first CS class?,What was the worst part of taking your first CS class?,"Do you think you‰Ûªll take another CS class? If so, why? If not, why not?",What three words would you use to describe a computer scientist concentrator?,Are you a CS Concentrator?,What CS classes have you taken?,How many years have you been programming?,What age did you start?,"Compared to others in your CS classes, you find your classes:",How good are you at programming compared to others in the CS classes you've taken?,How often do you go to office hours on average for your CS classes?,,How often do you think the average CS student goes to office hours?,How accessible is help in your CS classes?,How often do you interact with your CS professors outside of class?,How often do you interact with your CS class course staff?,"For a CS class with lectures twice a week, you attend lectures on average:","For a CS class with lectures twice a week, the average student attends lectures:",How involved do you feel with the CS community at Harvard?,"Do you consider yourself a member of any tech student organizations on campus? If yes, specify which ones.",How easy is it to find partners to work with on psets or final projects?,Are there any specific classes in which finding partners has been hard?,How have you met people to work on class material with?,What will you most likely pursue after graduation?,"If you are a sophomore, junior, or senior, what did you do last summer?",How stressful is the process of finding a summer internship/ job?,What three words would you use to describe a computer science concentrator?,What gender do you identify with,"By your estimates, is there a gender gap in enrollment in CS classes?","If yes, what factors (related or unrelated to college) do you think cause this gap?","If yes, what is the impact of this gender gap on your experience of CS at Harvard? ","Do you have a role model and/or mentor in CS? If so, who? ",I like CS because I am interested in the CS problems I get to think about and solve.,"Do you feel you have a mentor in CS? If so, who?","Who would you ask for CS help, if anyone?",I like CS because it gives me a tool to make a difference in other areas I care about.,I like CS primarily for some other reason:,How good are you at CS theory compared to others in the CS classes you've taken?,Secondary (if applicable),What subfield in tech industry would you be interested in working in?,What subfield in tech industry would you be interested in working in?,What will you most likely pursue after graduation?,What type of graduate school are you interested in?,What is your estimated concentration GPA?,What race(s) do you identify with?,How accessible are professors in your CS classes?,How accessible are teaching fellows in your CS classes?,Do you feel like you need more support in CS from:,,"Do you have a role model and/or mentor in CS? If so, who? ",Do you feel like you get the support you need for CS in terms of:,What subfield in tech industry would you be interested in working in?,,Are you a CS concentrator or intending to be a CS concentrator? ,Any comments on the accessibility of help?,How often do you interact with your professors?.
10/18/2015 19:35:51,2018,Linguistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I was exploring CS as a possible concentration, so decided to take CS50 my freshman fall.",,,"Before I took my first class, I had the impression that CS students were predominantly male, nerdy, and socially awkward. After taking my first class, I realized that this wasn't necessarily the case in CS50, but much more true in more advanced classes after everyone else was discouraged from pursuing the field due to the thankless problem set grind.",,"The work load was much greater than any other class I was taking, and I felt that the lectures had almost nothing to do with the actual assignments. Getting TF help was difficult because of the size of the class, and at times I felt pretty helpless.","I doubt I'll ever take another CS class- CS51 crushed my interests in programming because it was brutal and caused my health to deteriorate through the sheer number of hours required and also the CS culture of no sleep, late night junk food, and no exercise.",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"I honestly think that the culture of computer science causes this gap. I'm no representative of the female population, but the conversations I've had with other women on the topic have led me to believe that it is much less the subject and much more the people and the technology industry that discourage women from entering the field. No one needs constant affirmation, but constant negative feedback like what I received in CS51 is also equally destructive. When I would ask questions, people would answer in a way that almost mocked the fact that I had never learned a concept, even though I was a complete beginner in coding. Additionally, all of my problem set partners were nocturnal, and I couldn't work with them unless I started at midnight and finished working at 3 or 4 am on a weekly basis. ",It actually didn't have too much of an impact on my experience because I only took until CS51 and didn't get into more advanced classes in which the gender gap is much worse.,,,,,,,,,,,,,,"Asian, Caucasian",,,,,,,,,,,
10/18/2015 19:37:17,2018,Applied Math,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I took CS50. I know some Java coming in, and very basic C syntax, but I want to know the more nitty-gritty pointer and memory management that CS50 taught (plus the social aspect of CS50 was particularly strong.) I realized later that I was more interested in the data science/statistics type and took CS181 and CS109.
",,,,,CS50 office hours: it took forever to get help.,"Yes, for sure. First, I'm generally interested in CS - especially the high level ideas. The p-sets are also usually well-designed. I usually learn more from doing p-sets than from lectures.",,,,,,,,,,,,,,,,,,,,,,,,,Male,3,"I believe it started way before Harvard. Harvard tries really hard to make the CS space accommodating to women, and I think they did a pretty good job. Most technical people I know have no (explicit) bias. However, the general atmosphere at Harvard can be somewhat perfectionist, and people who have less experience coming in (statistically more women, but all genders really) can be discouraged, feeling like they will never catch up to those stars who started coding when they were 6 or something.","It doesn't impact me much directly, really. But I am aware of this since many of my friends are advocating on these issues, such as WiCS or GIIM.",,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:40:47,2018,Applied Math,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,Peer pressure,,,"I had no impressions before but after, they struck me as exclusionary and self-important. ",,"It was presented as an introductory class but it was NOT intro-level. The way the course was taught, I felt like there was some assumed prior knowledge, proficiency and/or experience that was never addressed. The professor and TFs I interacted with didn't teach, so we essentially had to teach ourselves and, when you have no idea what you are doing, that can be a difficult and stressful task. As a complete beginner, I felt like I was already behind even though it was supposed to be a class for beginners. CS50 ruined my freshman year. ","Never again. If the introductory class felt like it assumed proficiency and lacked proper instruction, I wouldn't want to experience the upper-level classes.",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,It seems like it takes a lot of bravado and a massive ego to hold your own in the CS environment at Harvard and I think those are traits that typically vary significantly by gender (because of gender roles and cultural socialization),"I  was discouraged from exploring further classes because, in addition to my awful experience with the intro class, I felt like there was no place for me in CS since, when I looked at who make up the department and concentrators, I couldn't see anyone that looked like me. I felt like an outsider before I even started and it was alienating.",,,,,,,,,,,,,,Black or African American,,,,,,,,,,,
10/18/2015 19:49:49,2018,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"I really want my quantitative finance knowledge to be applicable in the real world, and I feel that computer science skills are necessary to facilitate this.",,,"That they were generally introverted, involved on the internet, and relatively quiet. The same.",,"Workload is extreme. I am taking Stat 110, Econometrics, and a language, and this is by far my most intensive class. A student I met from the Harvard Kennedy School echoed these sentiments exactly.","Yes, since I intend to get a secondary in it.",,,,,,,,,,,,,,,,,,,,,,,,,Male,2,"Social pressures, societal expectations, and biological differences in what the male and female brain are, on average, more inherently skilled at.",None whatsoever.,,,,,,,,Computer Science,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:50:41,2016,Physics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I had previously taught myself the basics of a few languages for small projects that I had worked on and wanted to get a more formal education in coding.,,,,,"I'm not sure, I enjoyed it a lot. It certainly was a much larger time drain than my other classes, but I think that's inevitable and an important part of learning new languages.","Probably not. At this point, I think I'm in a reasonable position to teach myself whatever I need to learn for the things I work on. I haven't checked what classes are offered in the CS department in a while, but I'd maybe take one on Python or R in the spring if those are offered.",,,,,,,,,,,,,,,,,,,,,,,,,Male,2,I am not sure.,"It hasn't really impacted my experience of CS here, although I admittedly have had only a very little amount of experience in the CS department (the only CS course I've taken was CS50, and I was taking it with a group of my friends and we already had a study group/project group, so it didn't really matter to us who else was taking it).",,,,,,,,Economics,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 19:54:36,2017,hdrb,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,women who know how to code are so cool,,,smartest people on campus,,working with people who didn't even try the pset problems before coming to office hours,yes but i want to have fun my senior year too...,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"honestly i don't know. cs is so cool but it is extremely difficult and requires a lot of patience. I think there are a lot of concentrations that require the same thing though... and girls still concentrate in those areas, suchs a biology",I feel inferior to the guys when I ask questions about my psets,,,,,,,,,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:54:53,2017,Economics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I liked it in high school.,,,,,I didn't enjoy the way CS50 was taught. ,Yes. I'm doing a secondary. ,,,,,,,,,,,,,,,,,,,,,,,,,Male,1,n/a,n/a,,,,,,,,CS,,,,,,Asian,,,,,,,,,,,
10/18/2015 19:57:04,2018,MCB,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"CS50... come on, what freshman doesn't at least think about taking it? I also really wanted to explore the subject and learn basic coding.",,,"Before taking the class, I thought CS people were a bit geeky. After, they seemed like super-skilled quasi rockstars who knew that they were super-skilled quasi rockstars.",,"The psets took a thousand hours to complete, and I didn't really enjoy the concepts.","Hopefully I will take a class that involves learning more coding, but I probably won't take another CS department course.",,,,,,,,,,,,,,,,,,,,,,,,,Female,2,I don't think there is much of a gap. The only thing I might attribute the small gap I saw to would be the history of CS as a male-dominated field (a history that a lot of the women groups on campus are looking to change) and that CS involves a lot of math. ,"None. I don't care one way or another if my class has all guys, all girls, or a little of both. As long as people are respectful, I don't mind.",,,,,,,,,,,,,,"Caucasian, Hispanic or Latino",,,,,,,,,,,
10/18/2015 20:04:28,2017,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,The glamor of CS50 drew me in. I was a complete beginner. ,,,They were fine before and still are fine. ,,Too hard and I don't like feeling as if I don't know what I am doing,"Nope, I got the intro I wanted and I get my coding experience through applied math and stat courses",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,There is low female representation in all STEM fields,nothing out of the ordinary ,,,,,,,,GHHP,,,,,,Black or African American,,,,,,,,,,,
10/18/2015 20:29:39,2017,Psychology,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"It was CS50, considered CS as a major but no longer want that.",,,"Didn't really know anything about CS students before, and then realized that they work incredibly hard for long hours and don't get much sleep.",,The pace of the class (having to learn a language per week).,"No, I don't really have any incentive to.",,,,,,,,,,,,,,,,,,,,,,,,,Male,3,"Culture surrounding the classes as being male dominated spaces, NOT a talent or interest gap.",None,,,,,,,,Government,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 20:30:45,2018,Statistics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I understand the importance of having at least a baseline knowledge of CS in this technological world. ,,,I don't think my impressions changed much. I am still a math/science concentrator and know there is a wide range of student-type in these concentrations. ,,We jumped around between too many programming languages in CS50 and I don't feel like I gained much from the latter half of the course. ,Definitely! I want a secondary in CS and I also know I have lots of room for growth in development when it comes to coding. ,,,,,,,,,,,,,,,,,,,,,,,,,Female,4,The workforce also has this gender gap and I think this may trickle down into the female's incentive to even consider it as a career. ,It has actually been somewhat of a positive experience since I have been able to bond with the few females in the CS classes and make lasting friendships. ,,,,,,,,Computer Science,,,,,,Caucasian,,,,,,,,,,,
10/18/2015 20:49:52,2018,Economics,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"Never taken CS before, CS50 hype",,,"Before: No impression, maybe smarter than average, late-night workers?
After: No general impression - such diversity!",,"Not being able to do the problem sets on my own, without asking for friends' help or going to office hours. Disconnect between lecture material and problem set skills.",Yes. I want to pursue a secondary and learn more practical skills at Harvard.,,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Computer games and engineering field in general culturally seen as male activity - lack of prominent female role models,Haven't noticed.,,,,,,,,Computer Science,,,,,,Asian,,,,,,,,,,,
10/18/2015 20:52:51,2017,Government,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,"Curiosity! I had no prior experience, but it seemed like a freshman rite of passage to take CS50.",,,"Before: Didn't have any? Potentially nerdy.
After: Super intense! Lots of time psetting",,"Getting stuck on the little things, like misplaced semicolons! Also, having no experience, I didn't know about the wealth of online resources.","Yes, it's extremely useful for things I want to do in my concentration. ",,,,,,,,,,,,,,,,,,,,,,,,,Female,3,Potentially media coverage? Guys are always in the role of the computer wiz.,Many fewer female professors in the department! It would be nice to have more. ,,,,,,,,Computer Science,,,,,,"Caucasian, Hispanic or Latino",,,,,,,,,,,
10/18/2015 21:15:56,2017,Government,"Taken at least one CS class, and not intending to concentrate in CS",,,,,,,,,I thought CS was something extremely valuable and useful to understand. ,,,I didn't really have many impressions besides that fact that I saw CS people as really smart. I pretty much have the same impression now after my troubles learning to code. ,,It was really hard to understand when some of my other friends already had some experience coding and expected me to understand things I didn't know. I also felt really stupid when it took me longer to understand things or never really got them at all. ,"Probably not. I had such a hard time learning how to do things in CS50 that I don't really want to go through that again, even if it is extremely useful.",,,,,,,,,,,,,,,,,,,,,,,,,Female,4,"I think it's probably better than it was before but it seems that there are less women advancing in computer science, potentially due to the opportunities available. ","I didn't really feel this while in CS50 but I know it can be intimidating when all your professors are male, and as I understand it there is only one female faculty member in the cs department. ",,,,,,,,,,,,,,Caucasian,,,,,,,,,,,
